Data Through|State|COUNTY|County ICU Beds|Avg Ventilators in Use|Severe Case Capacity|Latest COVID-19 Cases|Latest Est Severe Cases|Percent Remaining Capacity|Days to Capacity Failure
20200402|AL|Chambers County|15|REDACTED (<11)|15|67|2|REDACTED (<11)|9
20200402|AL|Wilcox County|4|REDACTED (<11)|4|5|0|REDACTED (<11)|22
20200402|AL|Sumter County|6|REDACTED (<11)|6|4|0|REDACTED (<11)|8
20200402|AL|Macon County|0|REDACTED (<11)|0|4|0|REDACTED (<11)|0
20200402|AL|Greene County|4|REDACTED (<11)|4|4|0|REDACTED (<11)|29
20200402|AL|Choctaw County|4|REDACTED (<11)|4|4|0|REDACTED (<11)|14
20200402|AL|Hale County|5|REDACTED (<11)|5|1|0|REDACTED (<11)|
20200402|AL|Conecuh County|8|REDACTED (<11)|8|1|0|REDACTED (<11)|
20200402|AR|Miller County|0|REDACTED (<11)|0|8|0|REDACTED (<11)|0
20200402|AR|Jackson County|23|REDACTED (<11)|23|0|0|REDACTED (<11)|
20200402|AR|Dallas County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|CA|Sutter County|2|REDACTED (<11)|2|14|0|REDACTED (<11)|6
20200402|CO|Kit Carson County|3|REDACTED (<11)|3|4|0|REDACTED (<11)|13
20200402|CO|Grand County|3|REDACTED (<11)|3|4|0|REDACTED (<11)|
20200402|CO|Phillips County|7|REDACTED (<11)|7|2|0|REDACTED (<11)|17
20200402|CO|Lincoln County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|CO|Huerfano County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|CO|Sedgwick County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|CO|Kiowa County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|FL|Baker County|4|REDACTED (<11)|4|11|0|REDACTED (<11)|19
20200402|FL|Gadsden County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|GA|Lumpkin County|32|REDACTED (<11)|32|7|0|REDACTED (<11)|
20200402|GA|Macon County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|30
20200402|GA|Jasper County|2|REDACTED (<11)|2|2|0|REDACTED (<11)|
20200402|GA|Dade County|6|REDACTED (<11)|6|1|0|REDACTED (<11)|
20200402|GA|Cook County|6|REDACTED (<11)|6|1|0|REDACTED (<11)|
20200402|IA|Dallas County|4|REDACTED (<11)|4|31|1|REDACTED (<11)|9
20200402|IA|Benton County|4|REDACTED (<11)|4|7|0|REDACTED (<11)|19
20200402|IA|Iowa County|4|REDACTED (<11)|4|5|0|REDACTED (<11)|13
20200402|IA|Hancock County|4|REDACTED (<11)|4|3|0|REDACTED (<11)|
20200402|IA|Buchanan County|4|REDACTED (<11)|4|3|0|REDACTED (<11)|
20200402|IA|Mitchell County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|IA|Madison County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|IA|Keokuk County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|IA|Jackson County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|IA|Guthrie County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|IA|Adair County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|IA|Ringgold County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|IA|Palo Alto County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|IA|Monroe County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|IA|Lyon County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|IA|Humboldt County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|IA|Grundy County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|IA|Franklin County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|IA|Floyd County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|IA|Clarke County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|IA|Chickasaw County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|IA|Calhoun County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|ID|Gem County|2|REDACTED (<11)|2|6|0|REDACTED (<11)|10
20200402|ID|Shoshone County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|ID|Power County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|ID|Oneida County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|ID|Franklin County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|ID|Butte County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|ID|Boundary County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|IL|Jo Daviess County|3|REDACTED (<11)|3|3|0|REDACTED (<11)|25
20200402|IL|Mercer County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|IL|Schuyler County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|IL|Hardin County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|IL|Greene County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|IL|De Witt County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|IL|Boone County|6|REDACTED (<11)|6|0|0|REDACTED (<11)|
20200402|KS|Cherokee County|8|REDACTED (<11)|8|4|0|REDACTED (<11)|
20200402|KS|Mitchell County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|KS|Sumner County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|KS|Stevens County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|KS|Stafford County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|KS|Ottawa County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|KS|Jefferson County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|KS|Jackson County|2|REDACTED (<11)|2|1|0|REDACTED (<11)|
20200402|KS|Gove County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|KS|Clay County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|KS|Chautauqua County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|KS|Wichita County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Trego County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Stanton County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|KS|Smith County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|KS|Sheridan County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|KS|Rush County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|KS|Phillips County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Osborne County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Ness County|6|REDACTED (<11)|6|0|0|REDACTED (<11)|
20200402|KS|Nemaha County|7|REDACTED (<11)|7|0|0|REDACTED (<11)|
20200402|KS|Logan County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Lane County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Kiowa County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|KS|Kingman County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Jewell County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Hodgeman County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Haskell County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|KS|Harper County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Hamilton County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Greenwood County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Ellsworth County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|KS|Edwards County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|KS|Decatur County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|KS|Comanche County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|KS|Clark County|6|REDACTED (<11)|6|0|0|REDACTED (<11)|
20200402|KS|Cheyenne County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|KS|Barber County|6|REDACTED (<11)|6|0|0|REDACTED (<11)|
20200402|KS|Anderson County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|KY|Trigg County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|LA|St. John the Baptist Parish|0|REDACTED (<11)|0|274|8|REDACTED (<11)|0
20200402|LA|Iberville Parish|0|REDACTED (<11)|0|69|2|REDACTED (<11)|0
20200402|LA|East Feliciana Parish|52|REDACTED (<11)|52|14|0|REDACTED (<11)|
20200402|LA|St. Helena Parish|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|LA|East Carroll Parish|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|LA|West Carroll Parish|5|REDACTED (<11)|5|0|0|REDACTED (<11)|
20200402|LA|Cameron Parish|9|REDACTED (<11)|9|0|0|REDACTED (<11)|
20200402|ME|Lincoln County|4|REDACTED (<11)|4|8|0|REDACTED (<11)|
20200402|MI|Oceana County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|MI|Mackinac County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|MI|Benzie County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|MI|Alger County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|MN|Le Sueur County|2|REDACTED (<11)|2|18|1|REDACTED (<11)|9
20200402|MN|Mower County|14|REDACTED (<11)|14|15|0|REDACTED (<11)|
20200402|MN|Sherburne County|0|REDACTED (<11)|0|8|0|REDACTED (<11)|0
20200402|MN|Cottonwood County|4|REDACTED (<11)|4|5|0|REDACTED (<11)|7
20200402|MN|Nicollet County|3|REDACTED (<11)|3|3|0|REDACTED (<11)|
20200402|MN|Traverse County|3|REDACTED (<11)|3|2|0|REDACTED (<11)|
20200402|MN|Clearwater County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|MN|Yellow Medicine County|8|REDACTED (<11)|8|1|0|REDACTED (<11)|
20200402|MN|Sibley County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|MN|Meeker County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|MN|Mahnomen County|2|REDACTED (<11)|2|1|0|REDACTED (<11)|
20200402|MN|Lac qui Parle County|5|REDACTED (<11)|5|1|0|REDACTED (<11)|
20200402|MN|Koochiching County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|MN|Jackson County|2|REDACTED (<11)|2|1|0|REDACTED (<11)|
20200402|MN|Cass County|1|REDACTED (<11)|1|1|0|REDACTED (<11)|
20200402|MN|Swift County|6|REDACTED (<11)|6|0|0|REDACTED (<11)|
20200402|MN|Stevens County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MN|Lake of the Woods County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|MN|Kittson County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|MN|Grant County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|MN|Cook County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|MO|Christian County|8|REDACTED (<11)|8|12|0|REDACTED (<11)|17
20200402|MO|Pulaski County|0|REDACTED (<11)|0|8|0|REDACTED (<11)|0
20200402|MO|Macon County|4|REDACTED (<11)|4|3|0|REDACTED (<11)|18
20200402|MO|Sullivan County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|MO|St. Clair County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|MO|Putnam County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|MO|Madison County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MO|Gentry County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MO|Carroll County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MS|Marshall County|5|REDACTED (<11)|5|18|1|REDACTED (<11)|15
20200402|MS|Holmes County|4|REDACTED (<11)|4|16|0|REDACTED (<11)|18
20200402|MS|Scott County|8|REDACTED (<11)|8|13|0|REDACTED (<11)|17
20200402|MS|Pontotoc County|4|REDACTED (<11)|4|10|0|REDACTED (<11)|16
20200402|MS|Webster County|7|REDACTED (<11)|7|8|0|REDACTED (<11)|19
20200402|MS|Lamar County|0|REDACTED (<11)|0|8|0|REDACTED (<11)|0
20200402|MS|Smith County|3|REDACTED (<11)|3|6|0|REDACTED (<11)|3
20200402|MS|Perry County|4|REDACTED (<11)|4|6|0|REDACTED (<11)|17
20200402|MS|Lawrence County|4|REDACTED (<11)|4|5|0|REDACTED (<11)|
20200402|MS|Simpson County|12|REDACTED (<11)|12|4|0|REDACTED (<11)|
20200402|MS|Noxubee County|4|REDACTED (<11)|4|4|0|REDACTED (<11)|22
20200402|MS|Kemper County|4|REDACTED (<11)|4|4|0|REDACTED (<11)|9
20200402|MS|Clarke County|4|REDACTED (<11)|4|4|0|REDACTED (<11)|12
20200402|MS|Calhoun County|4|REDACTED (<11)|4|4|0|REDACTED (<11)|
20200402|MS|Covington County|4|REDACTED (<11)|4|3|0|REDACTED (<11)|17
20200402|MS|Tallahatchie County|2|REDACTED (<11)|2|2|0|REDACTED (<11)|
20200402|MS|Sharkey County|3|REDACTED (<11)|3|2|0|REDACTED (<11)|25
20200402|MS|Jasper County|3|REDACTED (<11)|3|2|0|REDACTED (<11)|
20200402|MS|Jefferson County|2|REDACTED (<11)|2|1|0|REDACTED (<11)|
20200402|MS|Claiborne County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|MS|Jefferson Davis County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Madison County|4|REDACTED (<11)|4|6|0|REDACTED (<11)|20
20200402|MT|Broadwater County|4|REDACTED (<11)|4|3|0|REDACTED (<11)|
20200402|MT|Musselshell County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|MT|Meagher County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|MT|Liberty County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|MT|Wheatland County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Valley County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Teton County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Sweet Grass County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Stillwater County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|MT|Rosebud County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|MT|Prairie County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Powell County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|MT|Mineral County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|McCone County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Granite County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Garfield County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|MT|Fallon County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Daniels County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Chouteau County|5|REDACTED (<11)|5|0|0|REDACTED (<11)|
20200402|MT|Carter County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|MT|Blaine County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|MT|Big Horn County|8|REDACTED (<11)|8|0|0|REDACTED (<11)|
20200402|NC|Richmond County|17|REDACTED (<11)|17|1|0|REDACTED (<11)|
20200402|ND|Mountrail County|2|REDACTED (<11)|2|8|0|REDACTED (<11)|8
20200402|ND|Pierce County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|ND|McLean County|8|REDACTED (<11)|8|2|0|REDACTED (<11)|
20200402|ND|McKenzie County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|ND|Sioux County|2|REDACTED (<11)|2|1|0|REDACTED (<11)|
20200402|ND|Mercer County|2|REDACTED (<11)|2|1|0|REDACTED (<11)|
20200402|ND|McIntosh County|7|REDACTED (<11)|7|1|0|REDACTED (<11)|
20200402|ND|Grant County|5|REDACTED (<11)|5|1|0|REDACTED (<11)|
20200402|ND|Foster County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|ND|Divide County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|ND|Wells County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|ND|Towner County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|ND|Rolette County|9|REDACTED (<11)|9|0|0|REDACTED (<11)|
20200402|ND|Pembina County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|ND|Nelson County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|ND|Emmons County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|ND|Bowman County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|ND|Bottineau County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|NE|Kimball County|3|REDACTED (<11)|3|3|0|REDACTED (<11)|
20200402|NE|Knox County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|NE|Kearney County|2|REDACTED (<11)|2|2|0|REDACTED (<11)|
20200402|NE|York County|6|REDACTED (<11)|6|1|0|REDACTED (<11)|
20200402|NE|Nemaha County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|NE|Colfax County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|NE|Antelope County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|NE|Webster County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|NE|Wayne County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|NE|Valley County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Sheridan County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|NE|Seward County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|NE|Saline County|7|REDACTED (<11)|7|0|0|REDACTED (<11)|
20200402|NE|Rock County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|NE|Polk County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Perkins County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Pawnee County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Nance County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Jefferson County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Howard County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Harlan County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Garden County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|NE|Franklin County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|NE|Fillmore County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Chase County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|NE|Butler County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Burt County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NE|Brown County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|NE|Boyd County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|NM|Guadalupe County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|NV|Lyon County|2|REDACTED (<11)|2|2|0|REDACTED (<11)|
20200402|NV|Lincoln County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|OH|Lawrence County|1|REDACTED (<11)|1|2|0|REDACTED (<11)|
20200402|OK|Pawnee County|2|REDACTED (<11)|2|15|0|REDACTED (<11)|11
20200402|OK|Caddo County|7|REDACTED (<11)|7|2|0|REDACTED (<11)|
20200402|OK|Washita County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|OK|Roger Mills County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|OK|Pushmataha County|7|REDACTED (<11)|7|0|0|REDACTED (<11)|
20200402|OK|Okfuskee County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|OK|Murray County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|OK|Major County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|OK|Jefferson County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|OK|Harper County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|OK|Harmon County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|OK|Dewey County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|OK|Coal County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|OK|Blaine County|7|REDACTED (<11)|7|0|0|REDACTED (<11)|
20200402|OR|Grant County|2|REDACTED (<11)|2|1|0|REDACTED (<11)|
20200402|PA|Northumberland County|8|REDACTED (<11)|8|8|0|REDACTED (<11)|6
20200402|PA|Susquehanna County|8|REDACTED (<11)|8|3|0|REDACTED (<11)|21
20200402|SC|Dorchester County|48|REDACTED (<11)|48|35|1|REDACTED (<11)|14
20200402|SD|Union County|7|REDACTED (<11)|7|3|0|REDACTED (<11)|20
20200402|SD|Turner County|2|REDACTED (<11)|2|2|0|REDACTED (<11)|19
20200402|SD|Hutchinson County|8|REDACTED (<11)|8|2|0|REDACTED (<11)|
20200402|SD|Todd County|6|REDACTED (<11)|6|1|0|REDACTED (<11)|
20200402|SD|Spink County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|SD|Marshall County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|SD|Faulk County|2|REDACTED (<11)|2|1|0|REDACTED (<11)|
20200402|SD|Deuel County|2|REDACTED (<11)|2|1|0|REDACTED (<11)|
20200402|SD|Potter County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|SD|Oglala Lakota County|8|REDACTED (<11)|8|0|0|REDACTED (<11)|
20200402|SD|Moody County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|SD|McPherson County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|SD|Jerauld County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|SD|Hand County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|SD|Haakon County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|SD|Edmunds County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|SD|Douglas County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|SD|Dewey County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|SD|Day County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|SD|Custer County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|SD|Brule County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|SD|Bennett County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|TN|Marion County|0|REDACTED (<11)|0|13|0|REDACTED (<11)|0
20200402|TN|Cheatham County|2|REDACTED (<11)|2|11|0|REDACTED (<11)|16
20200402|TN|Trousdale County|4|REDACTED (<11)|4|6|0|REDACTED (<11)|10
20200402|TN|Hardeman County|4|REDACTED (<11)|4|4|0|REDACTED (<11)|9
20200402|TN|Benton County|4|REDACTED (<11)|4|4|0|REDACTED (<11)|28
20200402|TN|Perry County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|TN|Lauderdale County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|TN|Humphreys County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|TN|Hickman County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|TN|Decatur County|7|REDACTED (<11)|7|1|0|REDACTED (<11)|
20200402|TX|Chambers County|6|REDACTED (<11)|6|9|0|REDACTED (<11)|14
20200402|TX|Castro County|3|REDACTED (<11)|3|8|0|REDACTED (<11)|21
20200402|TX|Cass County|8|REDACTED (<11)|8|4|0|REDACTED (<11)|
20200402|TX|Austin County|6|REDACTED (<11)|6|4|0|REDACTED (<11)|22
20200402|TX|Jackson County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|TX|Crane County|4|REDACTED (<11)|4|2|0|REDACTED (<11)|
20200402|TX|Swisher County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|TX|Martin County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|TX|Lamb County|7|REDACTED (<11)|7|1|0|REDACTED (<11)|
20200402|TX|Clay County|4|REDACTED (<11)|4|1|0|REDACTED (<11)|
20200402|TX|Wheeler County|7|REDACTED (<11)|7|0|0|REDACTED (<11)|
20200402|TX|Ward County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|TX|Upton County|5|REDACTED (<11)|5|0|0|REDACTED (<11)|
20200402|TX|Throckmorton County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|TX|Sutton County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|TX|Schleicher County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|TX|Runnels County|6|REDACTED (<11)|6|0|0|REDACTED (<11)|
20200402|TX|Reagan County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|TX|Parmer County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|TX|Kimble County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|TX|Jones County|1|REDACTED (<11)|1|0|0|REDACTED (<11)|
20200402|TX|Hemphill County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|TX|Haskell County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|TX|Hardeman County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|TX|Fisher County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|TX|Dallam County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|TX|Culberson County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|TX|Crosby County|4|REDACTED (<11)|4|0|0|REDACTED (<11)|
20200402|TX|Concho County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|TX|Collingsworth County|2|REDACTED (<11)|2|0|0|REDACTED (<11)|
20200402|TX|Cochran County|3|REDACTED (<11)|3|0|0|REDACTED (<11)|
20200402|UT|Wasatch County|3|REDACTED (<11)|3|61|2|REDACTED (<11)|3
20200402|UT|Garfield County|3|REDACTED (<11)|3|1|0|REDACTED (<11)|
20200402|UT|Millard County|6|REDACTED (<11)|6|0|0|REDACTED (<11)|
20200402|UT|Beaver County|5|REDACTED (<11)|5|0|0|REDACTED (<11)|
20200402|VA|York County|0|REDACTED (<11)|0|17|1|REDACTED (<11)|0
20200402|VA|Roanoke County|0|REDACTED (<11)|0|4|0|REDACTED (<11)|0
20200402|VA|New Kent County|36|REDACTED (<11)|36|3|0|REDACTED (<11)|20
